"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","age","gender","tries","phase","sequence","avg","response","responses","number","result","points","place","during"
"","","ticket-choose","97","2371817","0.0-97.0","","","","1","15","","","","","162","2","1",""
"","","ticket-choose","98","2380520","0.0-98.0","","","","1","16","","","","","146","2","1",""
"","","ticket-choose","99","2394270","0.0-99.0","","","","1","17","","","","","169","2","1",""
"","","ticket-choose","100","2409271","0.0-100.0","","","","1","18","","","","","148","3","0",""
"","","ticket-choose","101","2420660","0.0-101.0","","","","1","19","","","","","143","3","0",""
"","","ticket-choose","102","2425083","0.0-102.0","","","","1","20","","","","","156","3","0",""
"","","ticket-choose","103","2431223","0.0-103.0","","","","1","21","","","","","126","3","0",""
"","","ticket-choose","104","2452146","0.0-104.0","","","","1","22","","","","","153","3","0",""
"","","ticket-choose","105","2458349","0.0-105.0","","","","1","23","","","","","143","3","0",""
"","","ticket-choose","106","2463005","0.0-106.0","","","","1","24","","","","","145","3","0",""
"","","ticket-choose","107","2479177","0.0-107.0","","","","1","25","","","","","149","3","0",""
"","","ticket-choose","108","2492912","0.0-108.0","","","","1","26","","","","","160","2","1",""
"","","ticket-choose","109","2500021","0.0-109.0","","","","1","27","","","","","150","3","0",""
"","","ticket-choose","110","2514678","0.0-110.0","","","","1","28","","","","","165","2","1",""
"","","ticket-choose","111","2522302","0.0-111.0","","","","1","29","","","","","170","2","1",""
"","","ticket-choose","112","2529975","0.0-112.0","","","","1","30","","","","","161","2","1",""
"","","ticket-choose","113","2540992","0.0-113.0","","","","1","31","","","","","160","2","1",""
"","","ticket-choose","114","2548928","0.0-114.0","","","","1","32","","","","","155","2","1",""
"","","ticket-choose","115","2554506","0.0-115.0","","","","1","33","","","","","157","3","0",""
"","","ticket-choose","116","2560976","0.0-116.0","","","","1","34","","","","","155","2","1",""
"","","ticket-choose","117","2565460","0.0-117.0","","","","1","35","","","","","159","3","0",""
"","","ticket-choose","118","2572678","0.0-118.0","","","","1","36","","","","","157","3","0",""
"","","ticket-choose","119","2577085","0.0-119.0","","","","1","37","","","","","140","3","0",""
"","","ticket-choose","120","2589315","0.0-120.0","","","","1","38","","","","","138","2","1",""
"","","ticket-choose","121","2595477","0.0-121.0","","","","1","39","","","","","155","3","0",""
"","","ticket-choose","122","2612242","0.0-122.0","","","","1","40","","","","","146","3","0",""
"","","ticket-choose","123","2616601","0.0-123.0","","","","1","41","","","","","148","3","0",""
"","","ticket-choose","124","2624351","0.0-124.0","","","","1","42","","","","","169","1","2",""
"","","ticket-choose","125","2632149","0.0-125.0","","","","1","43","","","","","163","1","3",""
"","","ticket-choose","126","2636195","0.0-126.0","","","","1","44","","","","","151","3","0",""
"","","ticket-choose","127","2640648","0.0-127.0","","","","1","45","","","","","137","3","0",""
"","","ticket-choose","128","2653054","0.0-128.0","","","","1","46","","","","","152","2","1",""
"","","ticket-choose","129","2660149","0.0-129.0","","","","1","47","","","","","159","1","3",""
"","","ticket-choose","130","2679851","0.0-130.0","","","","1","48","","","","","154","3","0",""
"","","ticket-choose","131","2689555","0.0-131.0","","","","1","49","","","","","167","1","2",""
"","","bar-choose","132","2743589","0.0-132.0","","","","1","","","","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","1","","","",""
"","","final","133","2782395","0.0-133.0","","","","","","","","","","","","","Eating"
